model,task_id,task_name,domain,score,passed,assertions_total,assertions_passed,input_tokens,output_tokens,num_tool_calls,num_model_calls,steps,model_time_s
opera,252,operations.facebook_roas_monitoring,operations,0.7272727272727273,0,11,8,69540,3533,14,9,9,123.24
opera,253,operations.hubspot_mailchimp_sync,operations,0.7,0,10,7,431589,10390,50,29,29,328.41
opera,254,operations.linkedin_abm_outreach,operations,0.42857142857142855,0,7,3,1318301,17778,169,50,50,541.49
opera,255,operations.buffer_engagement_optimization,operations,0.0,0,8,0,1147393,8376,75,36,36,268.62
opera,256,operations.insurance_cert_validation,operations,0.6666666666666666,0,9,6,159320,8940,26,16,16,288.25
opera,257,operations.sensor_monitoring_alert,operations,0.8333333333333334,0,6,5,176947,7264,26,14,14,243.47
opera,258,operations.access_request_validation,operations,1.0,1,7,7,43454,6587,14,8,8,232.79
opera,259,operations.invoice_shipping_trigger,operations,0.42857142857142855,0,7,3,44477,4374,9,8,8,161.4
opera,260,operations.inventory_enrichment,operations,0.7,0,10,7,568210,6464,44,27,27,210.77
opera,261,operations.overdue_inspection_summary,operations,0.5,0,8,4,645493,12414,39,32,32,399.78
opera,262,operations.housekeeping_schedule,operations,0.7777777777777778,0,9,7,32031,5226,11,6,6,182.65
opera,263,operations.vendor_compliance_audit,operations,0.2857142857142857,0,14,4,107726,8392,18,12,12,287.24
opera,264,operations.facility_incident_triage,operations,0.0,0,6,0,1138868,17069,85,50,50,515.59
opera,265,operations.equipment_lease_processing,operations,1.0,1,8,8,322807,11112,32,19,19,358.93
opera,266,operations.contractor_onboarding_workflow,operations,0.8333333333333334,0,6,5,344221,5171,31,25,25,178.12
opera,267,operations.safety_certification_gap_analysis,operations,0.75,0,8,6,42884,6489,16,7,7,277.16
opera,268,operations.server_capacity_threshold_alerts,operations,0.0,0,9,0,19848,715,6,6,6,104.21
opera,269,operations.fleet_vehicle_maintenance,operations,1.0,1,8,8,125819,8383,21,13,13,283.97
opera,270,operations.energy_consumption_anomaly,operations,0.5,0,8,4,1009100,12849,47,44,44,448.72
opera,271,operations.sla_breach_early_warning,operations,0.14285714285714285,0,7,1,36515,4156,9,9,9,139.24
opera,272,operations.role_based_access_audit,operations,1.0,1,10,10,330654,9372,28,23,23,296.88
opera,273,operations.contractor_badge_expiration,operations,1.0,1,10,10,211640,9944,31,17,17,317.44
opera,274,operations.training_compliance_check,operations,0.5,0,6,3,38977,4187,11,7,7,150.96
opera,275,operations.purchase_order_three_way_match,operations,0.3333333333333333,0,6,2,152287,6422,23,14,14,224.46
opera,276,operations.perishable_inventory_expiry,operations,1.0,1,13,13,832667,9109,49,29,29,295.4
opera,277,operations.fire_extinguisher_inspection_schedule,operations,0.75,0,8,6,31636,4510,10,6,6,167.17
opera,278,operations.equipment_calibration_scheduling,operations,1.0,1,8,8,90979,6726,20,13,13,213.85
opera,279,operations.overtime_threshold_monitoring,operations,0.875,0,8,7,109436,6456,26,10,10,210.47
opera,280,operations.holiday_coverage_planning,operations,1.0,1,8,8,224351,7395,31,17,17,231.08
opera,281,operations.contract_renewal_pipeline,operations,0.5714285714285714,0,14,8,94991,5684,18,10,10,191.15
opera,282,operations.utility_cost_allocation,operations,0.5,0,8,4,63550,5675,18,11,11,177.55
opera,283,operations.conference_room_booking_conflicts,operations,0.5833333333333334,0,12,7,159022,9276,17,15,15,316.05
opera,284,operations.cross_department_budget_reconciliation,operations,0.7857142857142857,0,14,11,57976,5922,19,10,10,190.04
opera,285,operations.safety_incident_investigation_routing,operations,0.36363636363636365,0,11,4,1291038,9094,55,41,41,285.3
opera,286,operations.parking_allocation_management,operations,0.5263157894736842,0,19,10,89495,15935,28,8,8,508.9
opera,287,operations.space_utilization_analysis,operations,0.4444444444444444,0,9,4,22546,5037,7,5,5,172.25
opera,288,operations.chemical_inventory_safety_audit,operations,0.9444444444444444,0,18,17,275387,18961,38,14,14,595.11
opera,289,operations.mailroom_package_routing,operations,0.375,0,16,6,25027,7872,12,5,5,279.51
opera,290,operations.temporary_worker_placement,operations,0.8333333333333334,0,12,10,118503,6222,20,12,12,212.08
opera,291,operations.cross_training_assignment,operations,1.0,1,6,6,767561,10709,42,35,35,345.79
opera,292,operations.procurement_card_reconciliation,operations,0.0,0,11,0,884335,11825,53,50,50,342.42
opera,293,operations.hazmat_shipping_compliance,operations,0.35294117647058826,0,17,6,129385,10391,20,11,11,362.84
opera,294,operations.loading_dock_scheduling,operations,0.7272727272727273,0,11,8,55077,11870,26,8,8,371.33
opera,295,operations.fire_suppression_testing,operations,0.8571428571428571,0,14,12,201993,16383,45,16,16,568.92
opera,296,operations.compressed_gas_cylinder_tracking,operations,0.375,0,8,3,112385,7623,30,13,13,237.06
opera,297,operations.office_supply_budget_monitoring,operations,1.0,1,7,7,92064,6925,19,11,11,206.75
opera,298,operations.generator_load_testing_schedule,operations,0.6,0,10,6,240419,11937,44,18,18,404.51
opera,299,support.zendesk_sf_case_sync,support,0.5238095238095238,0,21,11,141458,9914,49,11,11,293.86
opera,300,support.helpscout_jira_bugs,support,0.5909090909090909,0,22,13,152119,11445,56,12,12,340.21
opera,301,support.gorgias_order_lookup,support,0.76,0,25,19,154686,7870,24,12,12,251.0
opera,302,support.zoho_sf_enrichment,support,0.68,0,25,17,459497,10931,58,24,24,356.48
opera,303,support.zendesk_maintenance_notify,support,0.9411764705882353,0,17,16,200811,9894,37,15,15,332.38
opera,304,support.intercom_demo_scheduling,support,0.8333333333333334,0,36,30,597147,14313,62,24,24,487.9
opera,305,support.helpscout_weekly_report,support,0.9565217391304348,0,23,22,102375,4769,18,10,10,154.53
opera,306,support.zendesk_hubspot_org_sync,support,1.0,1,21,21,101309,6892,26,10,10,220.23
opera,307,support.freshdesk_faq_drafts,support,0.44,0,25,11,866130,9672,71,35,35,316.5
opera,308,support.zoho_freshdesk_escalation,support,0.59375,0,32,19,100697,6879,37,10,10,225.46
opera,309,support.intercom_winback,support,0.39285714285714285,0,28,11,2257254,16611,153,50,50,507.96
opera,310,support.intercom_freshdesk_escalation,support,0.7666666666666667,0,30,23,109153,8806,43,10,10,284.76
opera,311,support.gorgias_refund_processing,support,0.55,0,40,22,402077,14259,44,19,19,449.55
opera,312,support.zoho_calendar_callbacks,support,0.8181818181818182,0,22,18,76167,4386,21,8,8,151.25
opera,313,support.hiver_inbox_report,support,0.7916666666666666,0,24,19,184843,8629,23,17,17,294.69
opera,314,support.zendesk_intercom_company_sync,support,0.9523809523809523,0,21,20,75976,5057,29,9,9,163.5
opera,315,support.helpscout_daily_digest,support,0.7586206896551724,0,29,22,120433,5102,19,13,13,160.66
opera,316,support.gorgias_freshdesk_migration,support,0.05555555555555555,0,18,1,208490,7461,30,12,12,238.94
opera,317,support.freshdesk_reamaze_migration,support,0.5238095238095238,0,21,11,419828,12371,50,23,23,379.69
opera,318,support.zendesk_hubspot_churn_risk,support,0.6521739130434783,0,23,15,230044,9142,35,17,17,301.43
opera,319,support.reamaze_intercom_migration,support,0.5,0,24,12,183999,7440,40,15,15,238.28
opera,320,support.zoho_desk_ticket_categorization,support,0.38461538461538464,0,13,5,101895,5881,26,11,11,189.6
opera,321,support.hiver_csat_analysis,support,0.625,0,24,15,373487,8544,31,26,26,268.45
opera,322,support.freshdesk_onboarding_automation,support,0.5789473684210527,0,19,11,54167,6606,22,8,8,208.16
opera,323,support.intercom_usage_health_scoring,support,0.6428571428571429,0,14,9,270904,11865,47,17,17,377.48
opera,324,support.helpscout_knowledge_gap_analysis,support,0.5555555555555556,0,18,10,603810,11704,50,33,33,366.71
opera,325,support.hiver_team_performance,support,0.19047619047619047,0,21,4,93782,6168,15,8,8,202.84
opera,326,support.freshdesk_sla_monitoring,support,0.6428571428571429,0,14,9,66485,7369,31,8,8,239.58
opera,327,support.zoho_desk_warranty_processing,support,0.5714285714285714,0,21,12,73095,6172,25,9,9,187.69
opera,328,support.zendesk_freshdesk_sync,support,0.6,0,15,9,44203,2639,16,7,7,92.67
opera,329,support.freshdesk_zoho_migration,support,0.6875,0,16,11,241653,6778,29,20,20,231.91
opera,330,support.helpscout_hubspot_deal_alerts,support,0.8666666666666667,0,15,13,86744,5201,18,10,10,167.31
opera,331,support.gorgias_quality_audit,support,0.8421052631578947,0,19,16,121856,7008,19,10,10,229.36
opera,332,support.hiver_slack_digest,support,0.7727272727272727,0,22,17,71791,4527,18,9,9,151.17
opera,333,support.zendesk_customer_360,support,0.6923076923076923,0,13,9,54549,5225,16,8,8,179.01
opera,334,support.intercom_sf_opportunity_alerts,support,0.5882352941176471,0,17,10,194425,7763,44,15,15,266.33
opera,335,support.helpscout_reamaze_migration,support,0.4,0,20,8,81519,3639,22,10,10,127.03
opera,336,support.zendesk_automated_responses,support,0.36363636363636365,0,22,8,53386,3454,18,8,8,129.32
opera,337,support.helpcrunch_engagement_scoring,support,0.3684210526315789,0,19,7,241473,9317,38,13,13,326.44
opera,338,support.helpcrunch_zoho_desk_bridge,support,0.5882352941176471,0,17,10,105725,4503,31,10,10,168.78
opera,339,support.zendesk_gdpr_purge,support,0.0,0,22,0,2360144,18367,83,50,50,789.49
opera,340,support.zendesk_cross_org_merge,support,0.0,0,22,0,1482954,9015,70,36,36,343.88
opera,341,support.zendesk_weekend_handoff,support,0.125,0,16,2,284534,5862,29,15,15,216.32
opera,342,support.zendesk_data_quality,support,0.13333333333333333,0,15,2,918662,19333,95,42,42,661.89
opera,343,support.freshdesk_contract_renewal,support,0.0,0,17,0,1213772,12029,64,41,41,426.31
opera,344,support.freshdesk_compliance_tagging,support,0.6470588235294118,0,17,11,53146,3244,17,8,8,130.2
opera,345,support.freshdesk_journey_mapping,support,0.9629629629629629,0,27,26,390090,7758,40,21,21,288.85
opera,346,support.freshdesk_auto_merge,support,0.35714285714285715,0,14,5,628502,6740,44,22,22,253.19
opera,347,support.freshdesk_escalation_matrix,support,0.36,0,25,9,526598,12929,51,23,23,467.07
opera,348,support.intercom_sentiment_escalation,support,0.7692307692307693,0,13,10,258287,6044,35,18,18,247.5
opera,349,support.intercom_feature_request,support,0.29411764705882354,0,17,5,308667,9110,53,19,19,333.13
opera,350,support.intercom_auto_response_drafts,support,0.0,0,16,0,107183,3058,22,12,12,130.13
opera,351,support.helpscout_response_audit,support,0.7142857142857143,0,14,10,76751,5225,13,9,9,198.9
opera,352,support.helpscout_customer_merge,support,0.15789473684210525,0,19,3,688127,9880,50,36,36,346.69
opera,353,support.helpscout_health_sync,support,0.38095238095238093,0,21,8,860018,7242,61,35,35,269.86
opera,354,support.helpscout_auto_categorization,support,0.7222222222222222,0,18,13,42173,2843,17,7,7,107.72
opera,355,support.gorgias_defect_tracking,support,0.6666666666666666,0,24,16,76525,5488,25,9,9,210.03
opera,356,support.gorgias_channel_consolidation,support,0.4,0,20,8,261992,4795,34,15,15,186.41
opera,357,support.reamaze_knowledge_routing,support,0.696969696969697,0,33,23,90989,7763,33,11,11,293.98
opera,358,support.reamaze_lifecycle_tagging,support,0.6190476190476191,0,21,13,92731,4348,28,10,10,170.59
opera,359,support.reamaze_multilanguage,support,0.9523809523809523,0,21,20,401675,6600,41,23,23,245.25
opera,360,support.reamaze_cross_platform_dedup,support,0.42105263157894735,0,19,8,836937,13127,63,36,36,446.22
opera,361,support.reamaze_feedback_sentiment,support,0.6,0,20,12,106061,4346,24,10,10,167.72
opera,362,support.reamaze_campaign_tracking,support,0.7,0,20,14,1144498,8811,80,38,38,317.4
opera,363,support.zoho_vendor_tickets,support,0.0,0,15,0,904505,8969,60,34,34,324.21
opera,364,support.zoho_risk_scoring,support,0.0,0,20,0,949498,9345,65,37,37,330.07
opera,365,support.zoho_multitenant_isolation,support,0.75,0,16,12,501285,6906,53,24,24,259.61
opera,366,support.zoho_account_health,support,0.5555555555555556,0,18,10,1055688,10291,74,42,42,354.97
opera,367,support.zoho_resolution_patterns,support,0.3684210526315789,0,19,7,329584,8327,49,19,19,299.84
opera,368,support.helpcrunch_usage_alerts,support,0.896551724137931,0,29,26,171071,11759,42,13,13,424.48
opera,369,support.helpcrunch_trial_nurture,support,0.5,0,18,9,83900,7079,29,10,10,248.99
opera,370,support.helpcrunch_satisfaction,support,0.6,0,20,12,413980,9941,51,21,21,347.37
opera,371,support.hiver_cross_team_handoff,support,1.0,1,18,18,250921,6461,34,17,17,231.3
opera,372,support.hiver_mailbox_audit,support,0.9411764705882353,0,17,16,167658,6883,31,17,17,230.37
opera,373,support.hiver_workload_forecast,support,0.375,0,16,6,75707,3409,19,10,10,127.42
opera,374,support.hiver_escalation_patterns,support,0.782608695652174,0,23,18,252650,5051,27,21,21,177.16
opera,375,support.hiver_coaching_pipeline,support,0.875,0,8,7,126750,5220,22,14,14,193.03
opera,376,support.zendesk_escalation_waterfall,support,0.8571428571428571,0,28,24,144895,7895,24,14,14,257.22
opera,377,support.zendesk_customer_sentiment,support,0.5238095238095238,0,21,11,56222,3960,18,8,8,142.52
opera,378,support.freshdesk_csat_followup,support,0.375,0,24,9,417401,20303,48,20,20,689.69
opera,379,support.freshdesk_warranty_adjudication,support,0.6451612903225806,0,31,20,84860,7239,21,8,8,262.79
opera,380,support.freshdesk_multi_queue_routing,support,0.7272727272727273,0,22,16,90841,7044,32,10,10,219.3
opera,381,support.intercom_multi_product_routing,support,0.9285714285714286,0,14,13,143764,7296,38,11,11,229.0
opera,382,support.intercom_reactivation_campaign,support,0.7727272727272727,0,22,17,275597,9277,46,16,16,296.48
opera,383,support.intercom_conversation_quality,support,0.3,0,20,6,135623,6072,27,11,11,196.12
opera,384,support.helpscout_customer_effort,support,0.5909090909090909,0,22,13,313548,10317,50,16,16,328.32
opera,385,support.helpscout_kb_feedback,support,0.42857142857142855,0,21,9,611858,8327,51,24,24,272.84
opera,386,support.helpscout_cross_team_handoff,support,0.5384615384615384,0,26,14,162489,7786,49,13,13,263.61
opera,387,support.gorgias_fraud_detection,support,0.8666666666666667,0,15,13,88983,4098,19,8,8,140.62
opera,388,support.gorgias_inventory_routing,support,0.9375,0,48,45,255858,10240,49,14,14,351.52
opera,389,support.gorgias_loyalty_program,support,0.9230769230769231,0,26,24,184777,12274,35,12,12,398.12
opera,390,support.reamaze_multi_channel_dedup,support,0.5555555555555556,0,18,10,196266,4323,27,12,12,134.57
opera,391,support.zoho_desk_capacity_planning,support,0.5,0,18,9,50171,3200,15,7,7,106.38
opera,392,support.zoho_desk_customer_journey,support,0.22727272727272727,0,22,5,54573,6381,15,7,7,210.87
opera,393,support.zoho_desk_root_cause,support,0.10526315789473684,0,19,2,470884,7507,64,21,21,260.78
opera,394,support.hiver_response_sla,support,0.5833333333333334,0,24,14,175818,9729,31,14,14,334.33
opera,395,support.hiver_quality_coaching,support,0.5,0,20,10,112434,6278,15,13,13,218.64
opera,396,support.zendesk_freshdesk_reconciliation,support,0.14285714285714285,0,21,3,1043593,8164,62,32,32,286.26
opera,397,support.intercom_zoho_customer_360,support,0.9,0,20,18,199977,5570,22,14,14,198.94
opera,398,support.reamaze_intercom_sync,support,0.34615384615384615,0,26,9,407557,8485,48,20,20,302.31
opera,399,marketing.engagement_optimization,marketing,0.0,0,6,0,198924,7398,21,14,14,248.84
opera,400,marketing.product_launch_channel_plan,marketing,0.09090909090909091,0,11,1,952402,13492,54,50,50,429.53
opera,401,finance.invoice_email_extract,finance,0.16666666666666666,0,6,1,235653,7547,32,16,16,279.02
opera,402,finance.expense_anomaly_detection,finance,0.6,0,5,3,143358,5378,26,13,13,188.21
opera,403,finance.overdue_invoice_followup,finance,0.5,0,8,4,125877,5965,23,16,16,214.85
opera,404,finance.weekly_expense_summary,finance,0.4,0,5,2,196263,8565,27,19,19,300.18
opera,405,finance.timesheet_to_invoice,finance,0.0,0,2,0,1232441,5684,51,50,50,194.23
opera,406,finance.po_email_logging,finance,1.0,1,2,2,169671,4270,23,18,18,160.53
opera,407,finance.slack_receipt_capture,finance,0.5,0,2,1,60138,2691,17,9,9,100.2
opera,408,finance.invoice_reconciliation,finance,0.0,0,3,0,979735,6783,53,32,32,255.6
opera,409,finance.vendor_payment_approval,finance,0.2857142857142857,0,7,2,72046,2957,14,11,11,114.99
opera,410,finance.monthend_journal_entries,finance,0.3333333333333333,0,6,2,336937,8107,35,25,25,292.36
opera,411,finance.qb_customer_onboard,finance,0.4,0,5,2,586848,9870,56,40,40,355.53
opera,412,finance.qb_invoice_from_orders,finance,0.6,0,5,3,771454,8725,54,34,34,322.41
opera,413,finance.xero_bill_entry,finance,1.0,1,7,7,224288,5397,25,15,15,226.88
opera,414,finance.wave_freelance_invoice,finance,0.0,0,4,0,1433302,4103,43,39,39,161.96
opera,415,finance.payment_reconciliation,finance,0.0,0,11,0,1129457,12803,56,50,50,433.04
opera,416,finance.budget_variance_analysis,finance,0.8333333333333334,0,6,5,55873,3911,13,9,9,163.15
opera,417,finance.multicurrency_invoice,finance,1.0,1,4,4,500064,6164,43,28,28,236.34
opera,418,finance.xero_credit_allocation,finance,0.375,0,8,3,420940,11498,46,23,23,412.95
opera,419,finance.dept_expense_rollup,finance,0.0,0,3,0,1759410,6538,63,43,43,244.41
opera,420,finance.tax_prep_summary,finance,0.0,0,9,0,1220787,9673,59,50,50,345.61
opera,421,finance.invoice_dispute,finance,0.0,0,9,0,1155083,18891,68,50,50,645.74
opera,422,finance.xero_vendor_onboard,finance,0.0,0,3,0,72914,4358,13,11,11,186.56
opera,423,finance.revenue_recognition,finance,1.0,1,3,3,254459,5534,32,19,19,237.97
opera,424,finance.petty_cash_reconciliation,finance,1.0,1,9,9,66309,3133,14,9,9,123.86
opera,425,finance.ap_aging_report,finance,0.4,0,5,2,307225,6796,23,20,20,235.69
opera,426,finance.airtable_expense_approval,finance,1.0,1,5,5,39541,5435,22,9,9,185.05
opera,427,finance.duplicate_payment_detection,finance,0.5714285714285714,0,7,4,109346,4921,16,13,13,183.44
opera,428,finance.invoice_file_organization,finance,1.0,1,5,5,127399,4425,25,14,14,164.42
opera,429,finance.payroll_variance_check,finance,0.6666666666666666,0,6,4,591761,9978,44,26,26,341.93
opera,430,finance.late_fee_calculation,finance,0.0,0,5,0,254133,6833,27,22,22,290.47
opera,431,finance.vendor_spend_analysis,finance,0.2,0,5,1,1581402,11704,70,49,49,408.87
opera,432,finance.intercompany_transfer,finance,0.5,0,8,4,487620,11781,42,28,28,418.74
opera,433,finance.qb_estimate_conversion,finance,0.25,0,4,1,127691,4982,23,15,15,173.54
opera,434,finance.expense_reclassification,finance,1.0,1,4,4,581899,11108,41,29,29,377.2
opera,435,finance.cash_flow_forecast,finance,0.0,0,11,0,1414742,12024,57,50,50,414.1
opera,436,finance.xero_bank_reconcile,finance,0.125,0,8,1,319727,9934,36,23,23,364.62
opera,437,finance.commission_calculation,finance,0.7777777777777778,0,9,7,78800,6311,21,13,13,228.89
opera,438,finance.wave_product_catalog,finance,0.5,0,6,3,147917,4124,23,17,17,144.07
opera,439,finance.contract_billing,finance,0.42857142857142855,0,7,3,392313,7873,38,31,31,286.0
opera,440,finance.financial_close_checklist,finance,0.14285714285714285,0,7,1,1345250,10016,79,42,42,343.76
opera,441,finance.refund_processing,finance,0.8333333333333334,0,6,5,641853,9800,49,34,34,338.49
opera,442,finance.xero_batch_invoice_send,finance,0.6666666666666666,0,3,2,46037,1584,11,8,8,67.67
opera,443,finance.wave_tax_compliance,finance,0.6,0,5,3,197096,11990,32,16,16,401.11
opera,444,finance.po_three_way_match,finance,0.3333333333333333,0,6,2,803359,10605,53,34,34,386.04
opera,445,finance.payment_terms_tracking,finance,0.0,0,7,0,754711,12364,47,31,31,450.7
opera,446,finance.qb_sales_receipt_batch,finance,1.0,1,9,9,339766,10205,32,23,23,360.15
opera,447,finance.expense_policy_violation,finance,0.625,0,8,5,318948,9066,37,22,22,304.34
opera,448,finance.vendor_credit_application,finance,0.625,0,8,5,320015,10769,37,22,22,365.08
opera,449,finance.monday_project_billing,finance,1.0,1,10,10,105597,9352,17,12,12,311.86
opera,450,finance.subscription_billing,finance,0.3333333333333333,0,9,3,1301957,13855,67,43,43,475.48
opera,451,finance.credit_card_reconciliation,finance,0.8,0,5,4,107801,7064,23,13,13,236.06
opera,452,finance.grant_expense_tracking,finance,0.75,0,4,3,80011,6611,18,13,13,214.37
opera,453,finance.wire_transfer_approval,finance,0.16666666666666666,0,6,1,754553,6196,53,36,36,209.99
opera,454,finance.depreciation_schedule,finance,0.16666666666666666,0,6,1,1064103,8896,59,44,44,315.67
opera,455,finance.cost_center_allocation,finance,1.0,1,5,5,80798,4865,22,12,12,161.96
opera,456,finance.invoice_aging_followup,finance,0.6,0,5,3,892188,7633,58,34,34,261.64
opera,457,finance.xero_multicurrency_payment,finance,0.5,0,4,2,162414,5260,23,17,17,197.56
opera,458,finance.prepaid_amortization,finance,0.375,0,8,3,274423,15678,25,20,20,538.5
opera,459,finance.bad_debt_writeoff,finance,0.0,0,7,0,1341354,7826,67,50,50,270.54
opera,460,finance.vendor_1099_prep,finance,0.5714285714285714,0,7,4,1509410,13118,68,45,45,461.87
opera,461,finance.qb_bill_payment_batch,finance,0.4,0,5,2,1119271,15071,61,48,48,524.18
opera,462,finance.sales_tax_remittance,finance,0.5,0,4,2,1189388,11698,64,42,42,426.33
opera,463,finance.travel_advance_settlement,finance,0.75,0,4,3,209525,6973,42,19,19,259.68
opera,464,finance.inventory_valuation,finance,0.5,0,6,3,472415,7348,48,26,26,273.97
opera,465,finance.bank_fee_analysis,finance,0.8,0,5,4,95463,3912,19,12,12,143.96
opera,466,finance.lease_payment_schedule,finance,0.0,0,4,0,1348653,7477,62,50,50,277.17
opera,467,finance.profit_margin_analysis,finance,0.8333333333333334,0,6,5,90355,4299,16,12,12,184.2
opera,468,finance.intercompany_invoice,finance,1.0,1,10,10,182719,7364,31,21,21,282.42
opera,469,finance.employee_reimbursement,finance,0.9166666666666666,0,12,11,122091,6484,24,14,14,244.89
opera,470,finance.gl_variance_analysis,finance,0.4,0,5,2,606582,11954,56,34,34,429.11
opera,471,finance.qb_customer_balance_review,finance,0.4,0,5,2,355050,6157,39,20,20,222.3
opera,472,finance.xero_po_matching,finance,0.7142857142857143,0,7,5,541079,6258,39,25,25,248.92
opera,473,finance.wave_client_statement,finance,0.5,0,2,1,125415,14860,20,12,12,567.02
opera,474,finance.closing_journal_automation,finance,0.8,0,5,4,200322,5336,28,20,20,196.19
opera,475,finance.vendor_statement_reconciliation,finance,1.0,1,4,4,179164,6930,34,16,16,245.11
opera,476,finance.qb_void_stale_invoices,finance,0.5,0,8,4,464310,9274,50,25,25,341.83
opera,477,finance.project_profitability,finance,0.0,0,6,0,1918963,7638,56,40,40,287.94
opera,478,finance.annual_budget_prep,finance,1.0,1,10,10,145108,7239,18,18,18,283.15
opera,479,finance.escrow_tracking,finance,0.0,0,5,0,1265179,6962,69,47,47,273.78
opera,480,finance.year_end_audit_prep,finance,0.8,0,10,8,56077,3342,11,11,11,129.17
opera,481,finance.credit_limit_review,finance,0.6,0,5,3,547118,9829,43,33,33,375.5
opera,482,finance.vendor_early_pay_discount,finance,0.75,0,4,3,172859,8260,28,15,15,311.89
opera,483,finance.qb_recurring_journal,finance,0.0,0,7,0,1931477,8923,75,50,50,364.69
opera,484,finance.ap_turnover_analysis,finance,0.0,0,9,0,1586568,7229,83,50,50,271.32
opera,485,finance.xero_quote_to_invoice,finance,0.42857142857142855,0,7,3,44381,4014,23,8,8,192.65
opera,486,finance.wave_expense_categorization,finance,0.0,0,2,0,1681785,6613,62,43,43,264.63
opera,487,finance.quarterly_tax_estimate,finance,0.6666666666666666,0,3,2,345936,7659,36,23,23,309.4
opera,488,finance.intercompany_balance_recon,finance,0.0,0,4,0,1336366,10266,86,50,50,387.53
opera,489,finance.vendor_insurance_verification,finance,0.5,0,6,3,861667,8578,47,28,28,338.1
opera,490,finance.forex_gain_loss,finance,1.0,1,5,5,545628,6940,43,30,30,278.47
opera,491,finance.capex_approval,finance,0.6666666666666666,0,6,4,199183,7135,32,16,16,276.7
opera,492,finance.expense_split_allocation,finance,0.125,0,8,1,405398,12089,60,23,23,466.14
opera,493,finance.qb_undeposited_funds,finance,0.6666666666666666,0,3,2,449312,12766,39,31,31,487.58
opera,494,finance.financial_ratio_analysis,finance,0.4,0,5,2,123057,5685,23,13,13,236.5
opera,495,finance.xero_expense_claim_review,finance,0.0,0,16,0,1482424,7184,56,50,50,266.25
opera,496,finance.cash_sweep,finance,0.7142857142857143,0,7,5,392766,5744,42,20,20,226.35
opera,497,finance.payment_fraud_detection,finance,1.0,1,8,8,389919,10191,42,22,22,400.61
opera,498,finance.deferred_revenue_tracking,finance,0.0,0,8,0,674113,5042,51,25,25,204.26
opera,499,finance.audit_sample_selection,finance,1.0,1,12,12,120574,4640,17,15,15,188.02
opera,500,finance.fiscal_year_rollover,finance,0.2857142857142857,0,7,2,403981,9281,41,20,20,373.34
opera,501,hr.offboarding_automation,hr,0.0,0,7,0,1777947,8801,90,45,45,347.22
opera,502,hr.training_compliance,hr,0.0,0,6,0,1645340,7463,59,39,39,296.5
opera,503,hr.performance_feedback_logging,hr,0.0,0,4,0,188482,5311,31,22,22,230.8
opera,504,hr.job_posting_distribution,hr,0.0,0,4,0,1247000,14861,64,50,50,562.85
opera,505,hr.job_board_monitoring,hr,0.0,0,8,0,1187549,8662,62,50,50,339.16
opera,506,hr.interview_scheduling,hr,0.2857142857142857,0,7,2,919893,12390,62,45,45,485.15
opera,507,hr.salary_band_audit,hr,0.2,0,5,1,459684,7528,29,20,20,303.65
opera,508,hr.pto_balance_alert,hr,0.0,0,2,0,1097669,4404,36,30,30,189.66
opera,509,hr.candidate_rejection_followup,hr,0.0,0,5,0,1081868,14962,56,50,50,576.38
opera,510,hr.probation_review_reminder,hr,0.0,0,4,0,1469407,9808,100,50,50,369.71
opera,511,hr.referral_bonus_tracking,hr,0.0,0,4,0,917039,10542,88,50,50,391.86
opera,512,hr.policy_update_distribution,hr,0.0,0,4,0,1522902,8526,99,50,50,327.9
opera,513,hr.offer_letter_generation,hr,0.0,0,5,0,409069,7809,40,24,24,319.55
opera,514,hr.slack_channel_onboarding,hr,0.4,0,5,2,536521,10152,55,37,37,391.45
opera,515,hr.visa_expiry_tracking,hr,0.0,0,7,0,2018658,9511,92,50,50,357.83
opera,516,hr.employee_directory_update,hr,0.2857142857142857,0,7,2,186564,5625,24,17,17,221.75
opera,517,hr.candidate_submittal_docs,hr,0.0,0,7,0,1108324,10112,102,50,50,374.32
opera,518,hr.mandatory_meeting_compliance,hr,0.0,0,5,0,1353451,13106,82,50,50,485.23
opera,519,hr.performance_review_cycle,hr,0.4,0,5,2,942444,6654,47,32,32,270.0
opera,520,hr.expense_policy_violation,hr,0.0,0,5,0,1244415,4634,50,50,50,180.88
opera,521,hr.candidate_pipeline_report,hr,0.0,0,6,0,1678657,7461,60,50,50,285.29
opera,522,hr.comp_review_preparation,hr,0.0,0,5,0,418994,3657,31,23,23,162.2
opera,523,hr.monday_onboarding_pipeline,hr,0.0,0,4,0,433530,9455,35,29,29,354.5
opera,524,hr.docusign_offer_letters,hr,0.6,0,5,3,662685,9697,71,41,41,357.15
opera,525,hr.candidate_research_dossier,hr,0.125,0,8,1,333550,12906,40,20,20,468.13
opera,526,hr.jira_it_onboarding,hr,0.0,0,5,0,1675193,9443,95,50,50,346.38
opera,527,hr.twilio_interview_reminders,hr,0.0,0,4,0,1418964,7428,55,50,50,288.43
opera,528,hr.airtable_skills_matrix,hr,0.0,0,4,0,642867,14656,109,39,39,533.72
opera,529,hr.calendly_exit_interviews,hr,0.0,0,4,0,1657787,9373,105,50,50,331.09
opera,530,hr.bamboohr_promotion_update,hr,0.0,0,6,0,1328309,16919,63,50,50,599.58
opera,531,hr.asana_compliance_tasks,hr,0.0,0,5,0,682196,6795,50,26,26,257.4
